fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"417",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MFL,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"433","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004019690001","4200",Aus Katasterkarten digitalisiert,"01969, 02314, 03344","Herschelstraße 1, 2, 3, 3A, 3B; Kamminer Straße 29, 30, 29A, 29B, 30A; Osnabrücker Straße 9, 10, 11, 9A",,,,AX_Gebaeude,DEBE04YY500009pj,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"441",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IN3,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"501",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009dH,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"531",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000LxV,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"540",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000C4D,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"543",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Rj4,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"576",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000C2P,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"583",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14l00018,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"584",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14l00019,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"607",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000H10,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"629",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004ZS,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"669",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14l00017,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"821",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004Zn,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"876","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930028","4200",Aus Katasterkarten digitalisiert,"00693, 01969, 02314","Brahestraße 28, 29, 30, 31, 30A; Herschelstraße 4, 5, 6, 4A, 4B, 4C, 6A; Kamminer Straße 26, 27, 28, 28A, 28B, 28C",,,,AX_Gebaeude,DEBE04YY500003fU,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"981",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MsO,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"1132",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007pd,,,,,,,,,,,,,,,,"020036","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"14272.669921875000000",1993/06/30 00:00:00.000
"897",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001J,"1884",UUID_f1c2ac04-24e1-4162-ac89-e1c7a39223a7,,,,,2024/02/05 04:16:20.243,,,,2024/02/05 04:16:20.243,citydb_user,,,"1878","020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"23","2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004044180036","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"36","1",AX_Gebaeude,DEBE04YY50000A3t,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"35","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140012","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 12,"12",,,AX_Gebaeude,DEBE04YY500001tj,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"81","2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004033440005","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"5","1",AX_Gebaeude,DEBE04YY5000065F,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"132","2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004023140011","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße,,"11","1",AX_Gebaeude,DEBE04YY500002yH,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"245","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140010","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 10,"10",,,AX_Gebaeude,DEBE04YY5000035o,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"271",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YHH,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"281",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYOm00006M,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"302",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001H,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"311","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180036","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 36A,36A,,,AX_Gebaeude,DEBE04YY500008PC,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"354","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440007","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"7","1",AX_Gebaeude,DEBE04YY50000PyU,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"396",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001I,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"445","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180036","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 36,"36",,,AX_Gebaeude,DEBE04YY50000AgW,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"448","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930034","4200",Aus Katasterkarten digitalisiert,"00693, 04418","Brahestraße 34, 35; Tauroggener Straße 34",,,,AX_Gebaeude,DEBE04YY50000GZe,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"463","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140013","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 13,"13",,,AX_Gebaeude,DEBE04YY5000070z,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"507",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RGR,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"550",,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GUr,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"554",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y3f,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"610","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140012","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 12A,12A,,,AX_Gebaeude,DEBE04YY50000Gpp,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"645",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500000sR,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"656",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YJg,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"690","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930032","4200",Aus Katasterkarten digitalisiert,"00693, 02314","Brahestraße 32, 33; Kamminer Straße 14, 15",,,,AX_Gebaeude,DEBE04YY50000QGI,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"692",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001G,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"718",,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIK,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"722","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140011","4200",Aus Katasterkarten digitalisiert,"02314","Kamminer Straße 11, 11A",,,,AX_Gebaeude,DEBE04YY50000CMU,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"763",,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500006pL,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"794","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440005","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 5,"5",,,AX_Gebaeude,DEBE04YY50000Mls,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"803","2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004006930034","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"34","1",AX_Gebaeude,DEBE04YY5000057L,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"812","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180035","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 35,"35",,,AX_Gebaeude,DEBE04YY5000079k,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"962",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YN6,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1044",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYOm00006K,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1047",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xvq,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1067",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Kb0001K,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1069",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YYOm00006L,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1108","2071","Hotel, Motel, Pension",,,"7",,,,,,,,,,"11000004033440007","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 7,"7",,,AX_Gebaeude,DEBE04YY500002HX,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"1124","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440006","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 6,"6",,,AX_Gebaeude,DEBE04YY50000PvY,,,,,,,,,,,,,,,,"020037","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"11607.428710937500000",1993/06/30 00:00:00.000
"746",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2eZ00001,"700",UUID_e2fe3857-0e41-40fa-80c0-c4749ef8ce32,,,,,2024/02/05 04:16:17.985,,,,2024/02/05 04:16:17.985,citydb_user,,,"683","020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"10","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440002","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 2,"2",,,AX_Gebaeude,DEBE04YY50000Gm5,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"83",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YmO,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"129","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440003","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 3,"3",,,AX_Gebaeude,DEBE04YY50000GqT,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"140","1010",Wohnhaus,"1400",Aufgeständert,"8",,true,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800015","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 15,"15",,,AX_Gebaeude,DEBE04YY50000EAO,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"158","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440001","4200",Aus Katasterkarten digitalisiert,"07080, 03344","Mierendorffplatz 9; Osnabrücker Straße 1",,,,AX_Gebaeude,DEBE04YY500007Us,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"161",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003P,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"181","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180015","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 15,"15",,,AX_Gebaeude,DEBE04YY5000037N,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"185",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007FH,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"224",,,,,,,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y0C,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"239",,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Kug,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"261",,,,,,,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YeV,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"276","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800013","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 13,"13",,,AX_Gebaeude,DEBE04YY50000CuT,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"296","2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004033440003","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"3","2",AX_Gebaeude,DEBE04YY50000Kt1,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"297",,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ye1,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"305",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OnP,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"313",,,"1400",Aufgeständert,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000817,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"326",,,,,,,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDU,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"335",,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003R,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"340","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180016","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße 16,"16",,,AX_Gebaeude,DEBE04YY50000Exo,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"360",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000KZU,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"379","2030",Kreditinstitut,,,"1",,,,,,,,,,"11000004033440001","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"1","1",AX_Gebaeude,DEBE04YY50000IcJ,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"400",,,"1400",Aufgeständert,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Oa3,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"412",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003S,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"423","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930038","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 38,"38",,,AX_Gebaeude,DEBE04YY50000Gtj,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"431","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044180015","4200",Aus Katasterkarten digitalisiert,"04418",Tauroggener Straße,,"15","1",AX_Gebaeude,DEBE04YY50000RWR,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
